Recency,Frequency,Monetary,Cluster
277,1,325.1,1
365,1,181.0,1
83,1,1708.24,3
8,2,955.24,3
17,2,364.72,3
32,4,1765.51,3
9,2,708.22,3
34,4,806.57,3
15,8,1659.38,3
24,14,4416.26,0
32,1,428.89,3
74,1,104.35,3
20,2,470.76,3
17,4,845.64,3
23,2,418.83,3
3,3,666.1,3
304,1,314.1,1
18,12,4199.85,3
367,1,307.82000000000005,1
39,7,3442.15,3
84,1,371.01,3
165,2,430.94,1
17,2,1054.73,3
77,1,1098.78,3
89,3,2398.86,3
25,8,3408.48,3
22,4,1475.02,3
3,10,2837.67,3
123,2,1142.42,3
30,1,168.12,3
12,7,1451.28,3
19,1,158.03,3
44,2,792.11,3
4,1,41.99,3
9,7,2797.57,3
55,1,427.07,3
88,6,1060.68,3
37,5,3089.97,3
3,3,12393.7,3
30,5,2735.37,3
12,4,615.39,3
211,1,101.4,1
48,4,1701.94,3
24,3,478.78,3
22,4,992.71,3
246,3,407.5,1
8,16,3362.71,0
35,3,1415.29,3
4,47,37130.6,0
38,3,662.38,3
4,3,705.39,3
3,8,1508.76,3
47,1,211.88,3
39,2,408.9,3
47,9,3786.24,3
17,3,851.01,3
260,1,628.28,1
46,3,719.81,3
12,1,251.24,3
30,1,439.66,3
43,1,236.09,3
92,6,934.62,3
39,63,81024.84,2
310,1,331.24,1
92,2,548.94,3
6,20,8816.4,0
196,3,437.7,1
87,2,758.92,3
270,3,855.02,1
8,3,471.78,3
65,3,1313.55,3
31,3,3166.4,3
22,5,1197.27,3
38,4,773.99,3
120,4,1340.7,3
373,2,256.44,1
40,3,1111.79,3
174,1,137.9,1
54,1,362.06,3
33,2,1511.95,3
145,1,783.9,1
221,1,134.8,1
45,1,664.85,3
16,7,2263.12,3
66,6,1459.86,3
10,4,1153.62,3
260,1,335.32,1
365,1,372.09,1
17,5,1521.87,3
22,2,852.15,3
45,1,326.24,3
288,1,584.3199999999999,1
297,1,122.4,1
3,10,2234.73,3
284,1,79.2,1
17,3,1352.0,3
82,2,217.16,3
56,5,2806.9,3
101,2,1317.62,3
299,1,436.18,1
23,5,981.51,3
59,5,1121.39,3
155,2,315.06,1
115,3,817.86,3
107,1,17.0,3
12,4,1078.23,3
264,1,320.62,1
240,1,185.05,1
88,7,2005.63,3
50,3,731.9,3
71,1,1290.7,3
42,3,1842.14,3
7,6,1429.64,3
62,1,302.36,3
249,1,336.96,1
66,1,108.38,3
18,7,3204.1600000000003,3
85,1,842.5,3
219,2,611.88,1
45,3,1337.48,3
143,4,195.74,3
183,1,161.38,1
171,1,135.75000000000003,1
10,8,1667.97,3
212,1,612.78,1
190,1,232.21,1
8,2,423.36,3
59,4,1309.14,3
57,2,867.11,3
73,4,684.4200000000001,3
52,1,307.78,3
317,1,249.0,1
367,1,289.35,1
29,4,6287.77,3
39,1,656.25,3
18,5,1880.22,3
52,6,3506.54,3
4,33,14589.04,0
22,2,618.09,3
263,1,517.55,1
60,3,709.38,3
19,3,635.41,3
66,2,725.18,3
88,1,620.4,3
250,1,535.34,1
3,6,2424.94,3
247,1,175.2,1
9,11,3799.49,3
157,3,734.13,1
134,1,375.0,3
296,1,76.32000000000001,1
5,2,280.52,3
43,5,2053.02,3
269,1,1829.04,1
50,5,1824.23,3
9,9,3122.04,3
16,3,656.69,3
282,1,348.2,1
65,2,1025.44,3
2,19,5575.56,0
252,1,37.4,1
232,2,856.6,1
17,3,822.48,3
11,27,3787.6,0
8,4,1822.97,3
51,6,1885.05,3
59,1,73.2,3
95,5,1140.21,3
16,6,1418.32,3
126,3,1009.55,3
94,4,1037.59,3
50,1,331.95,3
138,1,197.9,3
61,1,215.83,3
100,8,10254.18,3
73,1,305.54,3
72,4,6617.65,3
67,1,338.71000000000004,3
64,6,1158.79,3
17,2,529.41,3
23,12,4006.94,3
32,15,6911.4400000000005,0
45,4,981.86,3
16,2,215.48,3
40,1,215.08,3
3,13,5180.52,3
237,1,314.45,1
75,1,400.681,3
4,2,1080.62,3
3,4,1863.47,3
361,1,365.27,1
59,4,592.9,3
23,1,405.71,3
31,4,761.38,3
55,4,537.0600000000001,3
25,1,394.38,3
45,2,664.26,3
89,5,2262.62,3
2,18,21086.3,0
89,1,547.02,3
19,2,690.34,3
79,1,159.0,3
171,3,1062.75,1
81,1,242.35,3
267,1,914.93,1
235,2,304.25,1
30,7,3084.68,3
37,3,864.86,3
318,1,846.72,1
57,4,1295.3,3
45,5,1096.32,3
203,3,255.12,1
225,1,314.22,1
87,2,1010.6,3
190,2,542.03,1
44,4,990.88,3
71,3,536.6800000000001,3
41,5,867.31,3
78,1,432.2,3
57,2,414.2,3
24,2,3718.8,3
10,13,2607.87,3
8,7,3603.21,3
34,2,409.1,3
212,2,1522.75,1
24,3,1413.66,3
170,1,114.56,1
62,1,152.94,3
53,5,1800.07,3
261,2,389.44,1
67,2,3683.86,3
17,8,2619.91,3
267,1,752.4300000000001,1
177,1,46.95,1
45,5,5203.51,3
51,1,1035.45,3
17,4,746.83,3
9,9,5447.0,3
74,7,861.89,3
71,2,667.65,3
353,1,1141.24,1
3,5,1429.24,3
117,1,411.7,3
373,1,357.95,1
197,1,559.87,1
177,1,810.6000000000001,1
100,1,566.38,3
21,3,1509.58,3
72,1,2062.06,3
340,1,168.3,1
6,5,1570.81,3
31,2,823.97,3
170,1,142.5,1
122,1,302.25,3
22,10,2248.99,3
10,4,1328.55,3
269,1,301.9,1
23,3,598.2,3
127,1,233.22,3
26,3,5360.63,3
139,1,361.22,3
214,6,632.27,1
38,4,2560.0,3
106,2,706.57,3
18,2,616.26,3
3,2,274.15000000000003,3
331,1,226.37,1
64,8,2938.91,3
120,3,1341.65,3
35,1,328.15,3
218,1,404.4,1
172,2,1038.46,1
72,5,373.65,3
1,2,326.75,3
196,1,207.50000000000003,1
128,3,428.68,3
47,3,594.24,3
6,14,3110.96,3
14,6,3844.22,3
18,3,251.91,3
28,7,1593.2,3
8,22,26626.8,0
37,1,151.05,3
157,1,214.8,1
284,1,109.95,1
107,1,549.07,3
25,4,1971.87,3
75,4,322.41,3
16,2,370.48,3
158,1,101.1,1
44,1,575.41,3
11,2,887.65,3
32,7,1469.45,3
291,1,53.5,1
21,4,1116.47,3
333,1,153.9,1
18,2,494.44,3
4,23,6675.71,0
63,2,395.8,3
198,3,211.77,1
33,3,658.88,3
1,4,2027.5,3
7,9,1750.92,3
5,6,3512.53,3
10,4,896.66,3
32,5,734.77,3
53,1,109.36,3
12,2,707.04,3
18,9,1540.42,3
19,1,327.3,3
37,2,804.49,3
2,2,497.43,3
18,3,1553.66,3
82,4,1320.56,3
33,2,367.93,3
66,2,473.03,3
9,2,987.01,3
267,1,676.2,1
247,3,362.95,1
4,4,2157.4,3
61,1,1780.59,3
75,2,668.36,3
90,2,584.5,3
60,3,555.89,3
29,2,317.2,3
323,1,94.36,1
53,4,1382.07,3
270,1,221.19,1
2,13,3046.21,3
57,5,1555.34,3
61,5,1486.9,3
154,2,1705.8,1
19,2,408.57,3
95,1,303.93,3
1,12,4098.32,3
265,2,299.6,1
312,1,177.5,1
70,1,443.05,3
302,2,167.25,1
19,1,163.07,3
13,10,2126.93,3
36,5,2028.88,3
19,2,214.65,3
54,1,151.83,3
57,1,262.2,3
22,2,126.25,3
44,1,210.35,3
27,3,1051.4,3
45,3,675.27,3
113,6,972.23,3
17,51,34684.4,0
25,1,346.12,3
191,1,133.56,1
302,1,302.7,1
2,10,1908.25,3
263,2,241.06,1
106,1,284.55,3
57,1,300.85,3
213,3,642.81,1
64,1,287.4,3
28,1,184.26,3
29,7,1522.25,3
6,5,798.35,3
8,5,3640.67,3
67,2,381.2,3
2,3,616.79,3
46,4,654.67,3
34,1,230.51,3
1,2,168472.5,2
136,1,259.01,3
198,1,188.89,1
198,2,707.69,1
150,1,311.92,1
88,1,266.97,3
45,2,6.9,3
64,7,1841.18,3
99,5,2158.37,3
218,1,208.36,1
3,18,3482.74,0
28,3,814.72,3
178,1,151.42,1
74,3,136.0,3
21,4,1422.4,3
20,3,1314.68,3
34,7,1603.46,3
74,1,74.9,3
24,4,650.43,3
52,4,762.39,3
275,1,223.95,1
165,3,316.11,1
7,7,1871.5,3
88,4,544.3,3
64,7,2494.46,3
25,3,331.0,3
10,2,300.83,3
76,1,769.29,3
16,1,220.62,3
192,1,139.35,1
174,2,404.3,1
77,1,363.65,3
33,3,498.8,3
47,1,731.5,3
80,4,1351.63,3
297,1,826.53,1
3,3,684.41,3
9,3,1599.52,3
50,6,2965.69,3
161,2,100.97,1
360,2,365.45,1
5,6,400.86,3
107,4,1431.93,3
25,1,484.38,3
32,1,777.6,3
20,2,90.3,3
297,1,363.7,1
372,1,248.1,1
22,3,950.26,3
5,4,874.59,3
52,5,1627.13,3
30,1,101.7,3
277,1,162.7,1
61,2,484.32,3
25,2,215.08,3
186,3,1046.57,1
2,21,9418.47,0
2,26,13027.45,0
172,1,290.36,1
81,1,228.06,3
4,1,244.41,3
190,1,455.25,1
22,7,1244.59,3
18,3,6748.8,3
19,3,1095.56,3
5,1,593.75,3
110,1,548.97,3
3,4,1388.81,3
54,1,119.62,3
165,1,339.3,1
291,2,787.15,1
10,10,4154.64,3
109,5,2298.97,3
96,3,922.12,3
243,2,379.73,1
163,12,5719.82,3
42,3,837.1,3
35,2,285.89,3
67,7,3313.79,3
24,2,281.85,3
1,20,8338.49,0
27,2,841.41,3
6,2,511.12,3
54,1,1077.74,3
364,1,173.7,1
15,5,614.66,3
194,2,865.6,1
3,1,124.2,3
15,10,3738.4,3
27,3,1421.69,3
127,3,1009.6,3
85,2,663.61,3
71,1,451.44,3
183,1,105.84,1
113,1,313.62,3
374,1,233.45,1
80,2,936.08,3
249,1,463.95,1
232,1,225.15,1
71,3,459.24,3
69,1,213.5,3
4,16,4113.68,0
51,3,330.03,3
75,1,181.09,3
61,1,360.16,3
16,2,250.15,3
4,1,90.04,3
286,1,145.04999999999998,1
4,6,813.52,3
41,1,244.8,3
36,1,528.08,3
75,2,482.47,3
18,14,3347.71,3
15,7,5493.46,3
219,1,75.66,1
186,1,129.49,1
33,4,1187.66,3
70,1,618.59,3
183,1,506.19,1
15,2,500.42,3
236,1,151.85,1
31,5,2647.59,3
264,1,226.21,1
4,2,178.96,3
52,4,813.48,3
246,1,129.45,1
81,2,810.5699999999999,3
275,1,333.08,1
1,17,4413.1,0
79,1,322.8,3
30,5,2188.05,3
74,2,417.73,3
17,6,2883.1,3
223,2,217.9,1
32,4,1154.47,3
23,10,1680.72,3
31,3,1257.51,3
106,1,231.1,3
5,2,688.33,3
246,1,487.51,1
178,2,833.78,1
170,2,214.06,1
43,1,290.66,3
72,1,518.42,3
59,7,6773.97,3
16,2,1212.66,3
141,4,601.27,3
18,6,3794.52,3
22,15,8625.8,0
10,4,933.62,3
368,1,123.24,1
189,1,39.12,1
16,4,1267.65,3
362,1,135.39999999999998,1
19,1,118.98,3
68,2,570.13,3
15,6,306.72,3
24,3,1374.87,3
17,11,4095.9,3
28,3,1692.27,3
2,20,8134.94,0
55,2,319.61,3
34,4,1592.12,3
3,12,3109.99,3
366,1,129.75,1
43,1,183.7,3
73,6,1770.34,3
5,5,1028.0,3
4,28,66653.56,0
61,2,324.24,3
47,7,3062.83,3
1,4,1260.86,3
76,2,422.6,3
72,2,225.58,3
256,2,1276.0,1
69,2,482.01,3
135,4,657.9000000000001,3
241,1,112.75,1
227,2,1998.0,1
9,13,5076.55,3
9,13,5398.3,3
1,20,14034.99,0
37,3,531.35,3
46,1,656.63,3
85,5,3029.87,3
19,10,2483.04,3
3,5,1651.03,3
9,11,3645.43,3
19,15,6923.13,0
219,3,1161.53,1
78,1,301.72,3
267,2,901.2,1
24,6,3858.38,3
369,1,623.75,1
15,7,1790.42,3
26,1,155.24,3
262,1,292.47,1
17,13,4730.81,3
91,2,589.15,3
302,7,781.02,1
26,5,1382.02,3
364,1,272.82,1
46,4,1054.67,3
38,21,7239.92,0
52,3,743.11,3
32,1,603.75,3
52,3,650.51,3
79,5,2300.56,3
53,1,417.6,3
298,1,3.75,1
177,1,323.0,1
47,1,464.9,3
29,7,2238.09,3
11,7,1304.76,3
87,17,7194.3,0
5,18,6697.66,0
38,2,836.06,3
18,5,1515.9,3
45,5,623.93,3
31,1,1764.72,3
373,1,207.5,1
58,1,223.92,3
372,1,2002.4,1
114,3,1496.83,3
215,1,239.4,1
319,1,106.83,1
65,1,369.34,3
8,3,789.79,3
97,1,316.62,3
20,3,1501.38,3
199,1,611.85,1
4,13,2799.25,3
294,1,34.0,1
273,2,1145.6,1
31,11,5580.6,3
48,3,478.09,3
260,1,380.39,1
58,5,770.1,3
33,5,2246.81,3
57,1,171.59,3
68,4,661.52,3
10,11,1695.66,3
60,1,388.28,3
80,2,226.35,3
74,2,245.94,3
2,22,10629.72,0
100,2,425.19,3
372,1,311.25,1
10,13,2279.9,3
20,1,107.6,3
123,2,597.48,3
8,1,80.8,3
4,6,1545.62,3
29,7,1721.78,3
282,2,110.38,1
57,1,243.84,3
1,10,1222.71,3
365,1,414.88,1
89,1,305.62,3
11,1,1201.49,3
163,4,1619.73,1
65,1,332.3,3
23,3,536.99,3
174,2,460.59,1
103,4,801.49,3
143,3,1121.59,3
99,2,288.42,3
23,5,914.69,3
192,1,309.54,1
5,2,547.07,3
361,1,479.35,1
8,10,1692.98,3
14,21,6509.1,0
103,4,417.06,3
3,9,1604.75,3
11,11,3349.57,3
96,1,497.61,3
227,1,358.38,1
16,2,460.64,3
39,2,775.1800000000001,3
51,1,341.7,3
93,2,128.5,3
157,1,197.22,1
39,1,325.91,3
184,3,199.15,1
1,4,1106.53,3
228,1,413.46,1
128,2,180.85,3
40,2,251.87,3
31,11,3170.98,3
197,2,588.85,1
9,34,16594.35,0
37,6,1869.82,3
101,3,1264.19,3
43,16,10196.57,0
50,1,214.32,3
43,1,193.44,3
53,1,281.42,3
187,1,124.57,1
334,1,332.41,1
4,3,342.45,3
10,2,144.91000000000005,3
24,2,328.4,3
15,1,35.400000000000006,3
369,1,375.69000000000005,1
145,2,747.81,3
60,2,173.76,3
31,2,502.8,3
141,3,207.74,3
23,4,825.42,3
22,6,2812.34,3
77,3,680.02,3
5,6,7123.62,3
67,5,2095.53,3
12,6,853.72,3
84,1,13.3,3
31,7,1519.08,3
67,1,432.0,3
67,3,705.12,3
187,2,276.73,1
38,2,429.84,3
15,3,471.51,3
35,1,194.88,3
195,3,1578.67,1
2,5,809.7,3
1,5,525.54,3
367,1,145.93,1
65,1,219.14,3
299,2,289.78,1
26,3,508.81,3
8,6,1281.56,3
17,3,887.11,3
116,1,1706.88,3
29,1,373.24,3
4,16,3754.27,0
5,7,3102.43,3
82,4,579.77,3
29,5,981.65,3
72,1,379.14,3
4,8,1510.06,3
29,11,2575.38,3
290,1,113.44,1
36,1,208.46,3
9,6,621.6800000000001,3
24,2,576.26,3
277,1,391.52,1
50,6,1068.82,3
156,11,2596.45,3
61,1,169.79,3
12,19,7247.61,0
21,3,846.75,3
371,1,230.25,1
116,3,543.05,3
80,17,2847.6,0
4,7,1295.39,3
26,3,380.55,3
5,21,4604.22,0
53,1,161.94,3
1,2,563.23,3
55,2,950.93,3
26,1,262.68,3
9,4,2736.38,3
52,3,3049.88,3
13,9,1920.59,3
212,3,816.73,1
22,19,4345.5,0
236,1,406.48,1
139,3,435.02,3
4,6,1286.27,3
57,3,1178.56,3
135,3,1277.75,3
109,2,167.61,3
30,1,20.8,3
1,9,2085.08,3
185,4,518.67,1
18,1,308.74,3
239,2,416.64,1
87,1,117.35,3
39,3,507.05,3
116,1,234.17,3
187,1,110.55,1
227,1,201.19,1
8,7,2154.97,3
189,1,319.02,1
4,2,439.43,3
39,3,650.41,3
38,1,357.21,3
267,1,251.52,1
78,1,344.33,3
4,6,1852.0,3
255,2,1078.96,1
61,1,384.06,3
13,7,1931.25,3
88,2,4481.35,3
17,10,5464.12,3
30,2,1873.2,3
3,7,1625.05,3
5,1,126.12,3
7,6,1133.25,3
219,1,179.0,1
11,5,1614.31,3
30,6,1456.96,3
288,3,702.0,1
150,4,295.0,1
23,2,484.82,3
1,11,3989.57,3
86,3,1493.73,3
46,2,1412.94,3
5,4,781.78,3
51,6,889.9300000000001,3
18,1,195.36,3
30,1,270.9,3
8,3,586.33,3
29,3,1842.56,3
3,20,8694.26,0
41,2,920.1,3
11,4,1272.61,3
31,1,71.0,3
45,3,95.85,3
61,3,357.77,3
185,2,154.82999999999998,1
79,6,890.29,3
111,2,716.0,3
64,1,146.87,3
12,2,380.35,3
86,3,1030.14,3
16,3,745.52,3
246,2,433.53,1
88,1,1267.32,3
30,1,112.4,3
138,1,449.73,3
27,3,1081.57,3
3,5,1044.38,3
32,4,1735.18,3
25,1,948.48,3
113,3,339.44,3
157,1,642.02,1
85,3,1100.9,3
118,3,925.35,3
3,9,5659.9800000000005,3
96,6,3228.84,3
194,1,247.14,1
28,1,413.75,3
131,1,498.48,3
28,5,1356.33,3
82,3,1179.89,3
30,5,3095.04,3
266,1,234.24,1
74,11,5232.2300000000005,3
314,4,538.37,1
21,7,1461.14,3
59,3,859.35,3
12,21,4552.14,0
28,9,2709.7000000000003,3
114,1,312.14,3
28,9,2429.03,3
18,4,1446.09,3
18,4,834.12,3
36,3,841.0799999999999,3
36,2,378.2,3
78,1,118.8,3
22,2,287.62,3
25,2,290.16,3
33,2,2003.85,3
109,3,1405.78,3
35,2,2949.75,3
123,5,1566.65,3
7,6,2050.08,3
28,4,1991.01,3
4,7,2043.95,3
3,9,3827.76,3
50,4,1777.78,3
322,1,302.0,1
23,3,1324.16,3
15,4,1022.13,3
2,8,954.42,3
18,2,971.74,3
10,4,1621.73,3
262,1,25.5,1
159,2,665.78,1
33,6,10815.43,3
29,6,885.04,3
165,1,163.29999999999998,1
47,1,248.61,3
6,8,808.62,3
8,3,837.5,3
288,1,116.2,1
318,1,157.02,1
3,2,606.91,3
233,1,307.46,1
119,1,138.32,3
162,1,345.29999999999995,1
185,1,298.89,1
50,1,259.35,3
152,5,1004.75,1
335,1,157.09,1
5,5,2463.17,3
16,7,4892.240000000001,3
107,2,425.0,3
16,7,1139.73,3
276,1,380.5,1
16,12,10668.47,0
247,1,465.32,1
239,1,579.0,1
1,2,984.57,3
106,3,749.78,3
23,4,1714.59,3
52,1,124.88,3
195,3,1689.5,1
24,1,213.78,3
75,1,329.34,3
18,2,251.7,3
8,2,319.0,3
32,3,1266.97,3
22,3,1538.88,3
31,6,3518.03,3
29,10,1715.46,3
22,2,293.1,3
33,7,2467.35,3
284,1,158.68,1
39,2,206.34,3
58,2,835.78,3
289,1,224.91,1
79,1,317.76,3
5,8,3766.6,3
218,1,59.9,1
44,4,1443.69,3
202,1,306.13,1
178,3,711.79,1
56,4,796.03,3
57,2,239.92,3
8,6,3347.31,3
47,2,144.0,3
227,1,203.95,1
11,7,2474.23,3
106,2,384.4,3
59,2,444.74,3
28,7,2095.13,3
36,7,1699.3000000000002,3
274,2,262.62,1
30,1,1013.01,3
24,3,692.22,3
54,1,342.63,3
36,6,3563.85,3
175,4,1564.56,1
54,1,384.08,3
53,1,204.24,3
27,8,2317.2200000000003,3
253,1,226.85,1
40,7,2781.23,3
60,6,1069.12,3
234,1,113.5,1
4,10,1960.72,3
32,1,114.23,3
24,14,3198.25,3
7,2,335.13,3
65,1,354.15,3
310,2,426.79,1
309,1,393.49,1
19,6,939.32,3
16,8,1906.09,3
96,2,318.76,3
264,8,3638.41,1
12,10,3174.32,3
3,2,421.52,3
35,1,190.88,3
183,1,149.89,1
25,2,550.06,3
13,6,916.13,3
11,2,314.69,3
3,17,3744.65,0
313,1,382.5,1
108,2,1135.04,3
1,26,8676.85,0
53,1,954.9,3
205,1,171.45,1
15,1,282.19,3
120,1,318.65,3
4,2,384.52,3
363,1,283.28000000000003,1
117,2,353.86,3
18,1,178.26,3
5,2,272.44,3
41,2,298.41,3
107,2,240.0,3
148,2,603.37,1
52,5,1253.36,3
208,1,63.440000000000005,1
139,2,562.9,3
2,3,310.64,3
127,2,317.62,3
108,4,763.64,3
42,4,2148.63,3
35,1,111.98,3
228,2,1065.35,1
241,1,246.04,1
58,1,187.83,3
130,3,1703.41,3
60,6,1652.58,3
22,1,153.92,3
26,7,1064.11,3
9,7,1419.73,3
32,3,944.41,3
4,2,525.24,3
308,1,550.8000000000001,1
8,9,1875.11,3
29,3,556.95,3
17,1,131.78,3
101,2,498.42,3
12,4,669.11,3
21,1,197.63,3
15,5,1135.63,3
361,1,250.04,1
11,19,8631.31,0
95,1,82.75,3
78,2,1384.85,3
139,3,644.3,3
31,1,2328.84,3
25,8,2527.92,3
2,38,6292.26,0
46,3,2600.34,3
100,3,1200.62,3
8,2,700.86,3
15,7,921.07,3
18,4,990.23,3
280,1,96.8,1
14,2,523.11,3
23,2,363.9,3
124,1,175.2,3
86,1,494.25,3
302,2,307.02,1
151,4,2027.87,1
17,8,6643.93,3
94,2,243.36,3
30,11,12353.29,0
157,3,781.36,1
355,1,193.64,1
46,1,160.57,3
15,4,537.74,3
4,15,2676.56,0
86,1,228.96,3
15,5,1159.52,3
179,1,110.75,1
8,4,1286.07,3
36,3,587.15,3
129,2,1740.0,3
51,1,1393.06,3
312,1,178.22,1
24,2,388.14,3
303,2,365.85,1
11,1,127.86,3
17,3,585.79,3
49,3,488.2,3
239,2,312.23,1
1,11,4481.18,3
13,8,4801.56,3
238,1,168.4,1
23,8,1912.67,3
73,4,446.18,3
17,3,423.89,3
41,8,1342.68,3
40,4,646.92,3
219,2,495.77,1
199,3,400.1,1
71,2,203.2,3
24,20,4100.92,0
11,1,404.66,3
9,29,20275.61,0
65,1,65.4,3
4,1,199.29,3
19,2,336.4,3
15,1,261.11,3
8,6,2686.42,3
20,2,784.11,3
78,4,1259.56,3
1,34,31833.68,0
164,2,508.8,1
307,2,457.91,1
219,1,203.87,1
39,8,7330.8,3
22,2,696.41,3
115,3,653.38,3
126,5,2129.96,3
5,13,2633.85,3
36,1,281.62,3
4,15,31906.82,0
1,3,1031.41,3
333,3,2200.42,1
163,1,32.65,1
185,2,771.85,1
16,5,1214.72,3
12,3,778.94,3
3,7,1258.06,3
44,2,778.0,3
80,1,507.84,3
30,7,6893.42,3
42,2,463.46,3
11,12,4226.57,3
50,3,598.83,3
16,6,1979.37,3
46,2,698.41,3
19,2,759.17,3
8,6,5037.26,3
72,1,100.8,3
1,28,17256.85,0
128,3,524.9200000000001,3
33,2,265.76,3
313,1,403.3,1
18,2,365.76,3
88,1,303.16,3
2,7,2373.82,3
2,2,216.3,3
254,1,388.4500000000001,1
157,3,186.42,1
37,6,2248.56,3
220,1,534.24,1
148,3,2940.04,3
177,2,120.9,1
40,2,541.53,3
2,7,2520.86,3
8,46,194550.79,2
1,7,1721.4,3
18,2,486.72,3
192,4,517.53,1
204,1,131.7,1
365,1,249.86,1
127,5,1737.7,3
15,1,316.5,3
43,2,657.3,3
94,6,622.4300000000001,3
23,3,757.46,3
60,2,675.69,3
16,5,1896.41,3
158,1,289.96000000000004,1
10,2,763.28,3
10,2,137.0,3
16,5,1870.97,3
45,5,1125.07,3
191,3,710.29,1
79,1,194.37,3
78,1,511.82,3
4,4,1255.59,3
65,3,414.04,3
261,1,396.87,1
59,2,376.64,3
1,7,2092.32,3
1,10,3558.87,3
248,1,374.57,1
8,2,497.56,3
359,1,271.05,1
76,1,272.22,3
290,1,622.88,1
17,3,1138.0,3
221,2,288.6,1
9,4,689.1,3
3,2,558.96,3
206,9,2997.03,1
162,2,1145.84,1
76,1,302.2,3
262,2,605.58,1
281,1,387.31,1
58,8,6115.14,3
25,1,308.48,3
3,31,91062.38,2
29,10,2924.99,3
72,1,513.2,3
128,1,208.65,3
31,4,639.02,3
15,5,768.08,3
309,1,153.94,1
17,6,1844.02,3
54,1,546.81,3
30,3,723.2099999999999,3
2,5,1070.71,3
11,4,652.74,3
361,1,145.0,1
360,1,422.7000000000001,1
5,4,1195.9,3
54,4,939.37,3
1,8,3628.5,3
1,10,2385.0,3
190,1,296.7,1
54,1,223.36,3
280,1,164.4,1
177,1,76.5,1
30,2,897.62,3
26,1,98.42,3
25,2,578.9,3
270,1,170.75,1
43,3,645.96,3
234,1,103.3,1
24,2,148.86,3
197,3,267.16,1
359,1,306.84,1
60,4,930.41,3
130,1,1487.6,3
1,5,1952.45,3
20,2,483.26,3
206,1,157.9,1
14,3,541.46,3
95,5,854.95,3
19,1,167.62,3
14,7,1122.38,3
24,3,454.01,3
8,2,901.21,3
7,8,4331.48,3
332,1,344.14,1
50,4,1498.51,3
71,4,226.75000000000003,3
29,3,380.6,3
243,1,185.65,1
8,19,3622.68,0
218,1,143.45999999999998,1
5,3,448.9,3
253,3,215.72,1
1,25,11045.04,0
236,1,175.27,1
7,2,1242.3,3
109,4,1133.07,3
100,3,1240.2,3
60,4,2404.17,3
2,3,1479.22,3
73,7,2225.9700000000003,3
4,5,3927.34,3
85,2,993.18,3
12,2,388.79,3
23,7,2827.93,3
214,1,2044.37,1
18,1,161.67000000000002,3
239,1,116.01,1
2,6,5102.97,3
78,1,394.72,3
217,2,309.36,1
33,2,193.42,3
41,5,1112.22,3
7,15,3984.22,0
53,6,2048.45,3
23,14,4559.150000000001,0
57,1,390.07,3
130,3,329.6,3
174,3,571.1999999999999,1
6,3,971.58,3
312,1,218.52,1
60,1,81.44,3
21,3,1379.9,3
33,1,527.0500000000001,3
15,2,843.48,3
18,4,2047.0,3
81,1,75.75,3
6,8,1814.12,3
170,2,503.6,1
2,3,528.33,3
31,4,1324.84,3
36,9,2361.9700000000003,3
19,1,285.56,3
31,2,547.0600000000001,3
276,1,108.5,1
87,1,621.66,3
120,2,712.29,3
373,1,101.55,1
1,11,2895.64,3
219,3,1008.39,1
65,1,133.06,3
61,4,1797.5,3
138,1,868.49,3
21,1,166.08,3
12,10,3945.0,3
25,12,4867.72,3
37,4,1207.56,3
277,1,117.55,1
11,7,2638.94,3
73,5,1674.69,3
26,2,595.42,3
17,12,2999.46,3
141,1,196.0,3
26,7,1802.91,3
19,2,604.64,3
4,2,728.16,3
66,5,2055.51,3
1,2,347.75,3
43,7,3406.7200000000003,3
228,1,205.7,1
16,4,1572.71,3
50,2,3178.17,3
2,6,1629.12,3
74,2,551.04,3
1,31,20374.28,0
4,6,1387.68,3
2,30,16363.23,0
264,1,298.11,1
53,2,1992.11,3
24,1,184.4,3
10,6,2474.33,3
44,1,239.41,3
17,7,3191.53,3
7,7,5739.46,3
30,15,4757.95,0
358,2,290.40000000000003,1
127,4,740.9399999999999,3
137,1,200.47,3
142,1,283.12,3
132,2,765.34,3
38,8,2285.71,3
236,1,338.95,1
261,1,154.95,1
17,4,2534.64,3
253,1,417.95,1
30,4,1824.37,3
35,3,798.74,3
169,2,885.19,1
3,9,1823.52,3
4,17,10504.49,0
185,2,152.4,1
188,2,267.08,1
170,1,137.45,1
11,2,385.1,3
45,1,522.91,3
321,1,153.0,1
201,1,326.4,1
23,11,5655.99,3
232,1,139.35,1
38,15,5396.04,0
26,4,1195.94,3
96,4,2424.04,3
127,6,3276.4000000000005,3
71,3,1033.0,3
16,11,3439.08,3
15,1,1060.25,3
4,3,2876.01,3
3,13,5298.4800000000005,3
79,4,1240.11,3
373,1,303.97,1
39,2,692.19,3
54,3,700.63,3
2,19,13110.02,0
9,3,377.44,3
9,2,168.24,3
19,4,1879.05,3
12,7,2791.35,3
113,2,355.11,3
4,6,2322.4,3
240,1,110.25,1
113,1,71.4,3
178,2,674.52,1
5,9,1797.57,3
359,1,80.64,1
1,5,1772.26,3
1,30,5605.29,0
19,8,3456.7000000000003,3
17,3,834.99,3
22,2,287.59,3
33,1,712.78,3
263,1,15.0,1
51,2,818.8199999999999,3
159,3,371.88,1
15,1,271.2,3
8,3,2273.1800000000003,3
